Date,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Run,Hi Speed,Wind Chill,Heat Index,THW Index,Bar,Rain,Rain Rate,Solar Rad.,Solar Energy,Hi Solar Rad.,Heat D-D,Cool D-D,In Temp,In Hum,In Dew,In Heat,ET,Wind Samp,ISS Recept,Arc. Int.,Unnamed: 0,62053,60040,60075,60160,60300,60440,60460,60610,60771,60933,60947,60955,61250,61271,61383,año,mes,nivelRio
2012-07-01,6.141218637992831,6.309789426523298,5.973767921146954,49.54659498207885,-4.592786738351255,5.169175627240144,0.8625582437275986,11.6709229390681,5.471214157706093,5.331608422939068,4.661111111111111,766.6629704301075,0.0004480286738351,0.0005824372759856,74.53270609318996,1.068443100358423,83.80981182795698,0.0847040770609319,3.2258064516129034e-05,8.023387096774194,42.99731182795699,-3.997804659498208,7.181362007168458,0.0138575268817204,222.10595878136203,97.21868279569892,10.0,30,190.565,191.232,192.145,194.21,194.262,196.0,197.128,197.22,199.2,199.97,198.095,201.677,202.093,202.537,202.935,2012,7,237.75
2012-08-01,8.647793788713786,8.784982534459997,8.51382441804065,62.74463906982971,0.2524841015867049,2.3876988892524045,0.3990605560092872,5.710654895835377,8.477453721999863,7.581202274786267,7.410419028909274,767.3669568232717,0.0080610234264944,0.2354541686575998,97.08077381557618,1.3916391671679045,110.64122994936466,0.0684016592930922,0.001131247853652,10.9001835869272,54.610071529679296,1.828705204486804,10.179760704530027,0.0122488182646094,211.9987719463553,92.87651781576643,10.0,31,190.675,191.5136004912811,192.190032989066,193.7852482663565,195.0803001522913,196.498075876806,197.1649250934837,197.2996895470719,199.5590772984375,200.334980309801,198.7277238793791,202.4274549352624,202.3890140072828,203.0149228989573,203.5003576878291,2012,8,236.8535483870968
2013-05-01,9.523454301075269,9.682526881720433,9.364695340501791,65.3214605734767,2.4595206093189965,3.2642921146953405,0.5453741039426524,8.246370967741935,9.348633512544804,8.924305555555556,8.749260752688171,763.2096326164874,0.0006720430107526,0.0032706093189964,77.04749103942652,1.1045206093189963,87.7780017921147,0.0620864695340501,0.0009032258064516,11.519354838709678,55.77083333333333,2.788418458781362,10.807594086021505,0.0119220430107526,222.1543458781362,97.27551523297493,10.0,40,190.405,191.4911142535645,192.0854800829687,193.6898220640357,195.0118567550534,196.4459022890654,197.0715837966421,197.2069515736052,199.503998808866,200.2769646182287,198.6609602077182,202.3372449636661,202.3044600641919,203.0099948691534,203.5077997083026,2013,5,235.9916129032258
2013-06-01,8.006689814814814,8.170833333333333,7.842731481481481,55.876157407407405,-1.1596064814814817,4.228263888888889,0.7060416666666668,9.827685185185183,7.662083333333333,7.241134259259259,6.896550925925926,764.291087962963,0.0010648148148148,0.0087499999999999,63.02523148148148,0.9034953703703704,71.74212962962962,0.072161574074074,0.0004486111111111,9.56423611111111,48.79861111111111,-0.9056944444444444,8.758356481481481,0.0122037037037037,224.64004629629628,98.26916666666666,10.0,41,189.925,191.292,191.345,192.82,194.732,196.12,197.028,198.12,199.3,200.1709726571096,198.5442446580061,202.074544114544,202.323,202.8024510655368,203.355,2013,6,235.9726666666667
2013-07-01,6.270743727598566,6.42130376344086,6.116913082437276,61.93346774193548,-1.2666890681003582,3.526904121863799,0.5892204301075269,8.633848566308243,5.870833333333334,5.689359318996416,5.289314516129032,766.805600358423,0.0011200716845878,0.0003584229390681,68.66890681003585,0.9843974014336918,78.20878136200717,0.0841115591397849,0.0003364695340501,8.40575716845878,52.833109318996414,-0.8012544802867383,7.748700716845878,0.0105264336917562,225.00806451612905,98.45020161290324,10.0,42,189.945,191.062,191.205,192.74,194.222,195.98,196.328,196.61,199.0881118297163,199.9987079646641,198.2408973197391,201.8079672863321,201.8552917344755,202.9745356056862,203.4844018989848,2013,7,236.0332258064516
2013-08-01,8.489068100358422,8.661850358422939,8.317853942652329,47.03673835125448,-3.3910618279569893,5.771460573476703,0.9630645161290324,12.702419354838709,7.884856630824372,7.516801075268817,6.912634408602151,766.0623431899642,0.0002240143369175,0.0,107.35103046594982,1.538904569892473,122.8736559139785,0.0707213261648745,0.0023664874551971,10.567383512544804,41.12186379928316,-2.4248207885304662,9.50497311827957,0.018635752688172,225.1415770609319,98.4573476702509,10.0,43,189.915,191.162,191.185,192.4,194.222,195.85,196.268,196.66,198.76,199.9141300583163,198.715,201.267,202.073,202.507,202.905,2013,8,236.1332258064516
2014-05-01,9.22094534050179,9.342697132616488,9.098767921146951,76.19108422939068,4.808848566308244,2.223275089605735,0.371633064516129,6.019870071684587,9.08046594982079,8.934117383512545,8.79350358422939,765.3650313620071,0.0107078853046594,0.0853046594982078,86.07974910394265,1.2339247311827957,96.01120071684588,0.0634719982078853,0.0001908602150537,11.44722222222222,69.22603046594982,5.924350358422939,11.068884408602152,0.0098790322580645,231.93279569892476,99.95094086021506,10.0,52,190.4450186738308,191.5338567374437,192.0780582848774,193.6742516306047,195.0722517077156,196.5199952568181,196.568,197.48,199.97,200.3541937246858,198.7479735106651,202.4667554779449,202.317342997104,203.0179777093476,203.5456009849401,2014,5,236.8174193548387
2014-06-01,5.9679166666666665,6.122060185185186,5.813773148148147,68.47361111111111,-0.0023842592592592,2.3262962962962965,0.3887291666666667,6.201527777777778,5.777222222222222,5.513425925925926,5.323379629629629,764.520925925926,0.0002777777777777,0.0,78.92453703703704,1.1314375,86.63773148148148,0.0858969907407407,3.009259259259259e-05,7.7148611111111105,62.22847222222222,0.8406944444444445,7.257546296296296,0.0097152777777777,231.72175925925927,99.95548611111111,10.0,53,190.4032165408499,190.892,191.945,194.11,195.152,196.44,196.878,197.46,199.17,200.1846644414961,198.49144442983,202.247,202.063,202.487,202.905,2014,6,236.916
2014-07-01,6.264986559139785,6.399932795698925,6.129950716845878,68.72670250896057,0.4041218637992831,2.613508064516129,0.4369041218637993,6.851030465949822,6.01975806451613,5.852822580645161,5.608064516129032,766.7676971326165,0.0005376344086021,0.0,76.47535842293908,1.0962836021505376,86.36043906810036,0.0838920250896057,9.050179211469534e-05,7.687948028673835,63.90748207885304,1.1275985663082435,7.26733870967742,0.0096729390681003,231.76052867383515,99.94599014336916,10.0,54,190.445,190.902,192.025,193.99,194.322,195.86,196.888,197.22,198.94,199.09,198.155,201.887,202.2239600550554,202.5347215241939,202.9632962256337,2014,7,236.8893548387097
2014-08-01,10.132745389869152,10.291071538029083,9.974887549776009,56.51171315601592,0.919445255118912,4.254478917409021,0.7102602073027267,10.203866990660051,9.781463430806692,9.372278980764944,9.019780238101362,764.8066538776537,0.0004942819169778,0.0064697821500139,123.44985282056436,1.76968103470933,134.55551008787702,0.0597159231553532,0.0027596080687057,11.6149924221069,51.15551847548138,1.5994581386418791,10.79295696091612,0.0174441733341391,231.75768332810435,99.8784823161705,10.0,55,190.405,190.792,191.875,194.11,194.652,196.03,196.758,197.06,198.95,200.0489815284954,198.2299480775323,201.946789848705,202.063,202.477,202.895,2014,8,236.9970967741936
2015-05-01,10.51046146953405,10.67652329749104,10.358400537634408,66.60259856630825,3.8601478494623658,1.857750896057348,0.3109005376344086,5.709094982078853,10.43738799283154,10.01135752688172,9.950224014336918,763.9589605734767,8.960573476702509e-05,0.0,69.73028673835125,0.9996281362007168,77.0956541218638,0.0710286738351254,0.0017081093189964,16.082459677419354,47.32347670250896,4.761402329749104,14.997916666666669,0.0088440860215053,232.3012992831541,99.97298387096774,10.0,64,190.325,191.512,192.065,193.91,194.982,196.45,196.858,197.22,199.32,200.170948002701,198.4449933654101,202.1382923301951,202.063,202.497,202.905,2015,5,236.2416129032258
2015-06-01,8.08550925925926,8.24476851851852,7.924791666666667,49.51805555555556,-2.386759259259259,4.424120370370371,0.7385324074074074,10.402662037037036,7.686851851851852,7.3052777777777775,6.905949074074074,764.3016203703703,0.0009259259259259,0.0003703703703703,72.16944444444445,1.0345810185185185,78.33217592592592,0.0734793981481481,0.0007756944444444,11.783333333333331,48.4849537037037,0.9888425925925924,10.843148148148147,0.0131296296296296,231.71967592592597,99.91391203703704,10.0,65,190.155,190.952,192.045,193.91,194.742,196.16,196.928,197.44,199.1,200.01,198.195,201.917,202.043,202.457,202.885,2015,6,237.2173333333333
2015-07-01,6.9918458781362,7.11326164874552,6.86951164874552,42.08534946236559,-7.763463261648746,2.1858646953405017,0.365203853046595,5.578427419354839,6.829614695340502,4.295967741935484,4.133893369175627,763.6627016129032,0.0002240143369175,0.0009856630824372,54.80846774193548,0.785701164874552,61.74731182795699,0.0788895609318996,0.0001527777777777,19.773409498207887,29.84834229390681,1.5519489247311828,17.99142025089606,0.0092181899641577,166.90277777777777,72.04186827956988,10.0,66,190.555,190.852,191.7437521517863,194.37,194.392,196.76,196.828,197.06,198.91,200.0807869681867,198.3877193447035,202.0192473312169,202.063,202.497,202.905,2015,7,237.021935483871
2015-08-01,10.401052867383513,10.508064516129032,10.299193548387096,41.75896057347671,-3.2744847670250894,3.697401433691756,0.6170586917562725,8.45486111111111,10.091778673835124,8.21747311827957,7.916733870967741,763.3128136200717,0.0012992831541218,0.0076164874551971,77.14090501792116,1.1058445340501792,87.55779569892472,0.0602396953405017,0.0008487903225806,19.02258064516129,36.96124551971326,3.3959229390681003,17.67856182795699,0.0132414874551971,158.37163978494624,68.41989247311828,10.0,67,190.575,192.162,192.765,193.88,195.392,196.6514546634259,197.3915882019577,197.3446025195975,199.7517118145909,200.4057466606855,198.8318233119862,202.5754746077012,202.5053526258214,203.0467140752264,203.6174658067981,2015,8,237.215625
2016-05-01,9.219900264921304,9.292381564594049,9.149305555555555,87.02183652797257,7.00926834969612,1.908155095839177,0.3193450015583606,5.91271330060776,9.087520453482934,9.208907978806296,9.07643953560854,769.7539962209755,0.0180847748168926,0.0910511142278323,46.74192574411719,0.6700771388499299,54.91327723235157,0.0633117889979741,2.553763440860215e-05,15.627002493376969,57.25896057347671,7.103659225494779,14.8982458703444,0.0047335203366058,233.5289855072464,99.97251538881098,10.0,76,190.395,191.452,191.925,194.14,195.122,196.415792005514,197.028,197.23,199.43,200.2209827179906,198.465,202.187,202.163,202.577,202.935,2016,5,236.9496774193549
2016-06-01,5.229907407407407,5.352615740740741,5.107546296296296,81.19189814814814,1.8241203703703703,1.5941203703703704,0.2664861111111111,4.7678009259259255,5.101365740740741,4.996921296296296,4.8676157407407405,769.9759953703704,0.0025462962962962,0.0092592592592592,58.71064814814815,0.8416157407407407,67.34768518518518,0.0909888888888888,0.0,9.503240740740742,60.43287037037037,2.0972222222222223,8.98574074074074,0.0060856481481481,233.5759259259259,99.9937037037037,10.0,77,190.395,191.422,192.205,194.05,194.732,196.42,197.028,197.11,199.25,200.1269557924544,198.265,202.127,202.463,202.7409049629521,203.205,2016,6,237.087
2016-07-01,6.190232974910394,6.29706541218638,6.082661290322581,79.81294802867383,2.5950044802867382,2.144959677419355,0.3584587813620071,5.810237455197132,5.935483870967742,5.962410394265233,5.708221326164875,767.1980958781362,0.007168458781362,0.0458781362007168,55.984991039426525,0.8025403225806451,64.88620071684588,0.0843496863799283,1.478494623655914e-05,11.398812724014338,55.4643817204301,2.648566308243728,10.639247311827956,0.0061066308243727,233.60954301075267,99.99733422939067,10.0,78,190.135,191.242,191.735,194.04,194.842,196.23,196.758,197.02,199.19,200.1235683505625,198.416936453212,202.0646498657622,202.453,202.8188642485824,203.225,2016,7,235.8487096774194
2016-08-01,10.743772401433691,10.895071684587814,10.590277777777777,62.04771505376344,2.7435483870967743,3.9695340501792113,0.6624439964157707,10.021505376344086,10.406294802867382,10.07208781362007,9.734923835125448,764.6601254480287,0.0039874551971326,0.0254928315412186,108.43212365591398,1.5543929211469534,124.18951612903226,0.0548859767025089,0.0021841397849462,15.203920250896056,47.37343189964158,3.894018817204301,14.047871863799283,0.0157392473118279,233.60887096774192,99.98438620071686,10.0,79,189.975,191.282,191.585,193.95,194.452,196.2,195.898,196.61,199.04,199.94,198.135,201.917,201.803,202.787,202.525,2016,8,235.8493548387097
2017-05-01,9.779995519713262,9.91749551971326,9.642652329749104,74.16285842293908,4.7331541218638,0.807168458781362,0.1352240143369175,3.699955197132616,9.762970430107528,9.441980286738351,9.425,764.6239471326164,0.0015232974910394,0.0051523297491039,65.45609318996416,0.938290770609319,74.49932795698925,0.0608447580645161,0.0014446684587813,14.233467741935485,52.436603942652326,4.552732974910394,13.40421146953405,0.0079077060931899,233.67204301075267,99.99451164874552,10.0,88,189.965,191.422,191.535,192.67,194.812,196.42,196.828,196.83,199.27,200.01,198.485,201.667,202.223,202.997,202.955,2017,5,235.9306451612903
2017-06-01,7.502037037037037,7.616944444444444,7.386435185185186,71.64953703703705,1.996550925925926,2.787685185185185,0.4653680555555555,7.93300925925926,7.22863425925926,7.088935185185185,6.814930555555555,763.7345138888888,0.0035648148148148,0.0192592592592592,47.80902777777778,0.6853194444444444,54.5625,0.0753185185185185,9.76851851851852e-05,11.26013888888889,51.39652777777778,1.4986111111111111,10.422708333333333,0.0075902777777777,233.6476851851852,99.9992824074074,10.0,89,190.155,191.322,191.745,193.91,194.632,196.21,196.938,196.58,199.12,199.9919253068321,198.005,201.837,201.893,202.847,202.525,2017,6,235.845
2017-07-01,7.14068100358423,7.294018817204301,6.988552867383512,69.00627240143369,0.9596102150537634,1.5515456989247314,0.2594668458781362,5.56122311827957,7.0307347670250895,6.668122759856631,6.557750896057348,766.7070788530466,0.0088261648745519,0.0520609318996415,67.7181899641577,0.9707594086021506,77.9146505376344,0.0781355286738351,0.0004121863799283,13.734072580645162,45.40232974910394,1.7839605734767026,12.584274193548389,0.0084520609318996,233.56048387096772,99.99773745519714,10.0,90,189.765,191.892,192.305,194.05,195.172,196.44,197.578,197.23,199.75,200.0899587808011,198.095,201.927,201.923,202.927,202.385,2017,7,235.8425806451613
2017-08-01,12.237092594831942,12.393764501913315,12.082833140679297,60.61786841802372,3.541186961587232,2.31899215756629,0.3876164647323477,7.084939170776323,12.126485500075956,11.62661845279404,11.516119856106776,763.8068061096046,0.0127178076563128,0.1634056435382241,137.95043981607444,1.977520970643304,153.0394118300981,0.0516147318075359,0.0090400310915666,19.0166920035334,40.16759264418308,4.551663124404179,17.928567217208663,0.0176177574422783,227.69819252526685,98.33101152246338,10.0,91,189.705,191.192,191.465,192.73,194.342,195.92,196.268,196.46,198.87,199.8353700432919,197.895,201.717,201.893,202.757,202.395,2017,8,235.8390322580645
2018-05-01,11.004757719252408,11.14643236286746,10.86242658270698,72.78728820411315,5.463817123220265,1.215929001695898,0.2035048046406753,4.326237547121742,10.96780677234698,10.660017742451952,10.623164658541292,765.2153280958565,0.0067347343548962,0.0677347116092377,81.82471925427919,1.1729534356067546,92.48428192721543,0.0545858519893782,0.003610875272543,20.631027574654404,39.45987153914881,6.01394662082554,19.49080483254211,0.0099172603586483,231.23081180193952,99.44009587871156,10.0,100,190.545,191.652,191.945,193.15,195.182,196.78,197.018,196.76,199.42,200.0999688599481,198.185,201.807,202.323,203.307,203.235,2018,5,236.2538709677419
2018-06-01,5.87761574074074,6.012037037037037,5.744560185185184,71.55949074074074,0.4315046296296296,1.5617129629629631,0.2610277777777778,5.267222222222222,5.76900462962963,5.476643518518518,5.367662037037037,766.1493287037036,0.0056944444444444,0.0348611111111111,57.6525462962963,0.8265324074074074,64.76527777777777,0.0866148148148148,0.0001097222222222,18.240231481481484,33.590509259259264,1.6861111111111111,16.59726851851852,0.0072384259259259,232.9865740740741,99.94358796296297,10.0,101,190.125,191.302,191.685,192.87,194.592,196.2,196.758,196.9,199.23,200.0029014595245,198.155,201.957,202.193,203.987,202.655,2018,6,237.2733333333333
2018-07-01,6.181406810035842,6.283870967741936,6.080913978494624,75.65277777777779,1.6750672043010753,2.0190860215053763,0.337921146953405,6.303875448028673,5.991375448028673,5.886335125448029,5.696281362007168,768.8506720430108,0.0153225806451612,0.0883960573476702,58.47804659498208,0.8383176523297491,66.91868279569891,0.0843879928315412,0.0,14.372087813620071,44.89135304659498,1.9764336917562724,13.236424731182796,0.0068234767025089,232.74820788530465,99.95983422939068,10.0,102,190.775,191.322,192.135,192.84,194.752,196.12,196.958,197.17,199.08,200.1230519260816,198.145,201.937,202.113,203.097,204.095,2018,7,237.4003225806452
2018-08-01,8.731698028673836,8.88828405017921,8.573611111111111,58.11536738351255,-0.1793906810035842,1.858758960573477,0.3106429211469534,5.983579749103942,8.620250896057348,7.969041218637993,7.857437275985663,766.6133512544803,0.0004032258064516,0.0018817204301075,102.95519713261648,1.4758579749103944,116.75627240143368,0.06777979390681,0.0010893817204301,19.89417562724014,30.85259856630824,1.74336917562724,18.250716845878134,0.0129771505376344,229.97110215053763,99.31908602150536,10.0,103,190.625,191.202,192.305,193.86,194.572,196.3,197.078,197.35,199.4076032462618,200.1111904556533,198.665,201.507,202.053,203.137,203.355,2018,8,236.9887096774193
2019-05-01,10.14516129032258,10.286827956989248,10.006025985663085,75.30421146953405,5.39222670250896,2.422513440860215,0.4052912186379929,6.268212365591398,10.064135304659498,9.827396953405016,9.745855734767025,764.5870519713261,0.0089157706093189,0.0646057347670251,12.10304659498208,0.1735237455197132,14.578853046594984,0.0579556451612903,0.0010978942652329,13.78483422939068,55.43929211469534,4.921124551971326,13.021236559139783,0.0013306451612903,207.5878136200717,90.51521057347672,10.0,112,190.585,191.452,192.185,193.4,195.432,196.68,197.358,197.32,199.66,200.11,198.675,202.547,202.243,203.357,203.705,2019,5,236.1370967741935
2019-06-01,7.991226851851851,8.107685185185185,7.875532407407407,73.84560185185185,3.043865740740741,2.377638888888889,0.3971342592592593,7.18800925925926,7.799513888888888,7.633171296296297,7.441111111111111,763.9978935185186,0.0065277777777777,0.0319907407407407,52.01064814814814,0.7455833333333334,59.58657407407407,0.0719034722222222,7.314814814814815e-05,9.288125,61.6824074074074,2.219513888888889,8.800300925925926,0.0074421296296296,232.70717592592592,99.87863425925926,10.0,113,190.675,191.572,191.935,193.9,194.842,196.28,196.608,196.96,199.48,200.1918042306053,198.295,202.137,201.993,203.197,203.045,2019,6,236.1903333333333
2019-07-01,6.680824372759856,6.818189964157706,6.542876344086021,68.39829749103943,0.486402329749104,1.8648297491039425,0.3115748207885305,5.8277553763440855,6.539986559139784,6.171729390681004,6.0307571684587815,765.9775985663082,0.0022401433691756,0.0008960573476702,65.78875448028674,0.943073476702509,74.24596774193549,0.0810577956989247,0.0001321684587813,8.433019713261649,57.38351254480287,0.3187051971326165,7.854726702508961,0.0088687275985663,232.1108870967742,99.90672043010753,10.0,114,189.765,191.062,191.355,192.88,194.592,196.23,196.198,196.98,199.22,199.9866800139844,198.135,202.017,202.073,202.837,202.755,2019,7,237.0335483870968
2019-08-01,8.580510752688172,8.722782258064516,8.43799283154122,60.85954301075269,0.3967741935483871,2.76364247311828,0.4617271505376344,8.303472222222222,8.380712365591398,7.903942652329749,7.70483870967742,767.8676075268817,0.0015232974910394,0.0040770609318996,90.6135752688172,1.29894041218638,103.76120071684588,0.0690443548387096,0.0013116039426523,11.08241487455197,47.900313620071685,0.2469310035842294,10.189224910394266,0.0125716845878136,233.19556451612905,99.98431899641577,10.0,115,190.0818525060167,191.2890993988539,191.6892346707326,193.3408625596127,194.6181555845619,196.1882906494864,196.448,196.68,198.97,200.0125010246827,198.2435768750105,201.9242398180841,202.053,203.037,203.105,2019,8,236.1193548387097
