Date,Temp Out,Hi Temp,Low Temp,Out Hum,Dew Pt.,Wind Speed,Wind Run,Hi Speed,Wind Chill,Heat Index,THW Index,Bar,Rain,Rain Rate,Solar Rad.,Solar Energy,Hi Solar Rad.,Heat D-D,Cool D-D,In Temp,In Hum,In Dew,In Heat,ET,Wind Samp,ISS Recept,Arc. Int.
2013-04-27,15.168055555555554,15.243055555555555,15.079166666666667,89.86111111111111,13.48263888888889,0.8,0.13402777777777777,2.542361111111111,15.168055555555554,15.345138888888888,15.345138888888888,762.3833333333333,0.019444444444444445,0.11944444444444444,40.826388888888886,0.5852777777777778,48.30555555555556,0.02240277777777778,0.00040972222222222224,18.092361111111114,73.66666666666667,13.31388888888889,18.179166666666667,0.004027777777777778,215.97222222222223,94.72569444444444,10.0
2013-04-28,15.452777777777776,15.579166666666667,15.331249999999999,79.125,11.340972222222222,0.7111111111111111,0.11944444444444446,2.4027777777777777,15.452777777777776,15.356944444444444,15.356944444444444,761.9416666666667,0.001388888888888889,0.0,120.75694444444444,1.7308333333333334,132.52777777777777,0.025708333333333333,0.005673611111111112,18.265277777777776,69.82638888888889,12.615277777777777,18.166666666666668,0.012777777777777779,218.54861111111111,95.85833333333333,10.0
2013-04-29,12.354166666666666,12.505555555555555,12.206944444444444,77.43055555555556,8.077083333333333,1.5777777777777777,0.26416666666666666,4.225694444444445,12.354166666666666,12.181249999999999,12.181249999999999,762.4763888888889,0.001388888888888889,0.0,92.45833333333333,1.3252083333333333,114.20138888888889,0.044312500000000005,0.002743055555555556,16.09861111111111,64.14583333333333,9.297916666666667,15.653472222222222,0.010555555555555556,215.75,94.62430555555555,10.0
2013-04-30,12.188194444444443,12.332638888888889,12.043055555555556,78.84722222222223,8.124305555555557,0.5,0.08423611111111112,1.667361111111111,12.188194444444443,12.075,12.075,761.5027777777777,0.001388888888888889,0.0,102.75694444444444,1.4730555555555556,113.35416666666667,0.0480625,0.005402777777777778,15.716666666666665,63.59722222222222,8.822222222222223,15.277083333333334,0.010416666666666666,216.28472222222223,94.86458333333333,10.0
2013-05-01,14.213888888888889,14.354861111111111,14.06388888888889,77.89583333333333,9.852083333333333,0.5666666666666668,0.09555555555555556,2.9493055555555556,14.213888888888889,14.064583333333333,14.064583333333333,759.8479166666667,0.001388888888888889,0.0,63.38194444444444,0.9086805555555555,75.97222222222223,0.03179166666666667,0.0031111111111111114,16.34097222222222,67.79861111111111,10.339583333333334,16.008333333333333,0.007500000000000001,217.51388888888889,95.39375000000001,10.0
2013-05-02,11.733333333333333,11.868055555555555,11.604166666666666,77.34722222222223,7.6729166666666675,2.3673611111111112,0.3967361111111111,5.893750000000001,11.718055555555557,11.497916666666667,11.48125,764.1375,0.0,0.0,76.5,1.0966666666666667,90.47916666666667,0.04585416666666667,0.0,15.370833333333334,62.875,8.319444444444445,14.819444444444445,0.009444444444444445,216.54861111111111,94.94166666666666,10.0
2013-05-03,13.431944444444445,13.49861111111111,13.367361111111112,85.84722222222223,11.054166666666667,2.7458333333333336,0.46013888888888893,7.663194444444445,13.422916666666667,13.425,13.415277777777778,762.1347222222222,0.011111111111111112,0.08333333333333333,30.13888888888889,0.4320833333333333,39.03472222222222,0.034,0.0,15.716666666666665,72.32638888888889,10.74861111111111,15.450000000000001,0.004236111111111111,214.73611111111111,94.1875,10.0
2013-05-04,11.863194444444444,11.986805555555556,11.730555555555556,71.49305555555556,6.594444444444445,2.7583333333333333,0.4617361111111112,7.825694444444445,11.819444444444445,11.505555555555555,11.463888888888889,764.9034722222223,0.0,0.0,69.27777777777777,0.9930555555555556,79.04861111111111,0.04510416666666667,0.0001875,14.355555555555554,63.99305555555556,7.590277777777778,13.789583333333333,0.010138888888888888,215.91666666666666,94.70069444444444,10.0
2013-05-05,8.04513888888889,8.215277777777779,7.863194444444444,74.52083333333333,3.0930555555555554,2.1236111111111113,0.35548611111111117,5.517361111111111,8.005555555555555,7.6416666666666675,7.601388888888888,766.3895833333333,0.0,0.0,105.97222222222223,1.5190277777777779,124.45138888888889,0.07266666666666667,0.0011736111111111112,11.758333333333333,59.708333333333336,4.109722222222222,11.159722222222221,0.011805555555555555,222.50694444444446,97.46666666666667,10.0
2013-05-06,12.056944444444445,12.249305555555557,11.877777777777778,50.09722222222222,0.5173611111111112,4.586805555555555,0.7654166666666666,13.658333333333333,11.91875,10.85625,10.72013888888889,766.6277777777777,0.0,0.0,116.60416666666667,1.671736111111111,126.48611111111111,0.04452777777777778,0.0009305555555555556,13.808333333333334,47.1875,2.3375000000000004,12.651388888888889,0.018680555555555554,223.8125,98.0326388888889,10.0
